"name","game_id","provider"
Caipirinha Keno,141914,SLOTEGRATOR
Haunted Harbor,141918,SLOTEGRATOR
Raging Riches,141921,SLOTEGRATOR
Wonder Lamp,141927,SLOTEGRATOR
Retro Sweets,141933,SLOTEGRATOR
The Grand Show,141945,SLOTEGRATOR
Razor Ways,141950,SLOTEGRATOR
Red Zone Blitz 95,141951,SLOTEGRATOR
Razor Ways,141953,SLOTEGRATOR
Raging Riches,141959,SLOTEGRATOR
Hot to Burn 7 Deadly Free Spins,141967,PRAGMATIC_PLAY
Tales Of Camelot - Moonlit Quest,141970,SPINOMENAL
TNT Bonanza 2,141974,SLOTEGRATOR
Scourge of Rome,141980,PLAY_N_GO
Retro Sweets,141981,SLOTEGRATOR
Royalty Of Olympus,141982,BARBARA_BANG
Mammoth Chase Easter Edition,142023,SLOTEGRATOR
Fruit Mania Deluxe,142050,SLOTEGRATOR
TAKE THE SHOT,142078,SLOTEGRATOR
X Towers,142080,SLOTEGRATOR
The Grand Show,142087,SLOTEGRATOR
"100 Blue Star",142090,INFINGAME
Prime Zone,142100,SLOTEGRATOR
Sic Bo Dragons,142115,SLOTEGRATOR
Bingo Pirata,142127,SLOTEGRATOR
Traces Of Evidence Video Slot,142142,HUB88
Dream Date,142232,HUB88
Cube Mania Deluxe,142308,SLOTEGRATOR
Countess Cash,142314,HUB88
Cash Truck 2,142324,SLOTEGRATOR
Aztec's Legend,142329,SOFTSWISS
Aztec's Legend 2,142331,SOFTSWISS
Book Of Spells,142333,SOFTSWISS
Book Of Valhalla,142334,SOFTSWISS
Buffalo's Sun,142339,SOFTSWISS
Buffalo's Sun 2,142342,SOFTSWISS
Candy Stash,142347,SOFTSWISS
Christmas Of Pyramid,142348,SOFTSWISS
Bingo Gênio,142351,SLOTEGRATOR
Christmas with Hor,142355,SOFTSWISS
Cleo's Secrets,142357,SOFTSWISS
Cute Dragon,142358,SOFTSWISS
Eagle's Gold,142360,SOFTSWISS
Egypt's Sun,142361,SOFTSWISS
Egypt Sun Deluxe,142363,SOFTSWISS
Pure Platinum,142367,HUB88
Fruits Five Lines,142371,SOFTSWISS
Golden Dragon,142373,SOFTSWISS
Guardians Of Valhalla,142376,SOFTSWISS
Joker Lux,142377,SLOTEGRATOR
HalloWin,142379,SOFTSWISS
Jasmine's Treasures,142382,SOFTSWISS
Jurassic Fight,142385,SOFTSWISS
Leprechaun's Gold,142386,SOFTSWISS
Mistress Of Pyramid,142387,SOFTSWISS
Wolf Fang - Western Tales,142389,SPINOMENAL
Ocean's Treasures,142396,SOFTSWISS
Pirate Spirit,142399,SOFTSWISS
Santa's Jackpot,142404,SOFTSWISS
Savannah Spirits,142408,SOFTSWISS
Shark's Bay,142410,SOFTSWISS
Snow Dragon,142412,SOFTSWISS
Storm Joker,142416,SOFTSWISS
Sun Strike,142418,SOFTSWISS
The Book Of Hor,142421,SOFTSWISS
Totems Of Gold,142422,SOFTSWISS
Wolf's Moon,142423,SOFTSWISS
XMas Party,142437,SOFTSWISS
Zeus Fortune,142443,SOFTSWISS
Super Striker™,142505,EVOLUTION
"20 Mega Hotfire Mobile",142506,SLOTEGRATOR
"40 Mega Hotfire",142509,SLOTEGRATOR
"40 Mega Hotfire Mobile",142510,SLOTEGRATOR
"50 Jokers Christmas",142511,SLOTEGRATOR
"50 Jokers Christmas Mobile",142512,SLOTEGRATOR
"50 Jokers Hotfire",142513,SLOTEGRATOR
"50 Jokers Hotfire Mobile",142514,SLOTEGRATOR
"5 Sevens",142517,SLOTEGRATOR
Shark Bounty,142518,PGSOFT
"5 Sevens Mobile",142519,SLOTEGRATOR
"5 Sevens Dice",142521,SLOTEGRATOR
"5 Sevens Dice Mobile",142522,SLOTEGRATOR
"5 Sevens Hold & Win",142525,SLOTEGRATOR
"5 Sevens Hold & Win Mobile",142527,SLOTEGRATOR
"5 Super Clover",142535,SLOTEGRATOR
"5 Super Clover Mobile",142537,SLOTEGRATOR
Always Hot,142539,SLOTEGRATOR
Always Hot Mobile,142544,SLOTEGRATOR
Bananas Go Bahamas,142546,SLOTEGRATOR
Bananas Go Bahamas Mobile,142548,SLOTEGRATOR
Banana Splash,142550,SLOTEGRATOR
Banana Splash Mobile,142551,SLOTEGRATOR
Book Hotfire,142553,SLOTEGRATOR
Book Hotfire Mobile,142557,SLOTEGRATOR
Holmes: Reel Detective,142564,SLOTEGRATOR
Goblin Tower,142567,IN_OUT
Book Hotfire Buy Bonus,142568,SLOTEGRATOR
Book Hotfire Buy Bonus Mobile,142569,SLOTEGRATOR
Book Hotfire Multichance,142570,SLOTEGRATOR
Book Hotfire Multichance Mobile,142571,SLOTEGRATOR
Book Hotfire Multichance Buy Bonus,142572,SLOTEGRATOR
Space Crasher,142575,SLOTEGRATOR
Pineapple Crush,142579,SLOTEGRATOR
Pineapple Crush Mobile,142580,SLOTEGRATOR
Jurassic Fortunes,142586,SLOTEGRATOR
Jurassic Fortunes Mobile,142588,SLOTEGRATOR
Stockholm Syndrome,142596,EVOLUTION
Retro Pedro,142598,SLOTEGRATOR
Safari Cubs Go Wild,142608,SLOTEGRATOR
"81 Burning Ways",142618,ENDORPHINA
Book of Luck,142630,SLOTEGRATOR
Chicago,142638,SLOTEGRATOR
Chip Runner,142643,SLOTEGRATOR
Hot Mines,142652,IN_OUT
Forbidden Throne,142678,HUB88
Jurassic Fortunes,142679,SLOTEGRATOR
Diamond Discovery,142686,HUB88
Aces & Eights Poker,142708,HUB88
Columbus deluxe,142718,SLOTEGRATOR
Columbus deluxe Mobile,142720,SLOTEGRATOR
Dolphin's Pearl,142722,SLOTEGRATOR
Dolphin's Pearl Mobile,142723,SLOTEGRATOR
Dolphin's Pearl deluxe,142724,SLOTEGRATOR
Dolphin's Pearl deluxe Mobile,142725,SLOTEGRATOR
Faust,142729,SLOTEGRATOR
Faust Mobile,142730,SLOTEGRATOR
Flame Dancer,142732,SLOTEGRATOR
Flame Dancer Mobile,142733,SLOTEGRATOR
Fortune God,142735,SLOTEGRATOR
Fortune God Mobile,142738,SLOTEGRATOR
Golden Ark,142741,SLOTEGRATOR
Golden Ark Mobile,142742,SLOTEGRATOR
Gold Fever,142747,SLOTEGRATOR
Gold Fever Mobile,142748,SLOTEGRATOR
Gorilla,142749,SLOTEGRATOR
Gorilla Mobile,142750,SLOTEGRATOR
Gryphon's Gold,142751,SLOTEGRATOR
Gryphon's Gold Mobile,142752,SLOTEGRATOR
Hot Chance,142754,SLOTEGRATOR
Hot Chance Mobile,142755,SLOTEGRATOR
Indian Spirit,142756,SLOTEGRATOR
Indian Spirit Mobile,142758,SLOTEGRATOR
Just Jewels deluxe,142759,SLOTEGRATOR
Katana,142761,SLOTEGRATOR
Katana Mobile,142762,SLOTEGRATOR
King of Cards,142768,SLOTEGRATOR
King of Cards Mobile,142769,SLOTEGRATOR
Lord of the Ocean,142771,SLOTEGRATOR
Lord of the Ocean Mobile,142773,SLOTEGRATOR
Macarena,142774,SLOTEGRATOR
"100 Bracelets",142777,INFINGAME
Macarena Mobile,142778,SLOTEGRATOR
Magic Money,142779,SLOTEGRATOR
Magic Money Mobile,142780,SLOTEGRATOR
Mega Joker,142781,SLOTEGRATOR
Mega Joker Mobile,142784,SLOTEGRATOR
Mermaid's Pearl,142786,SLOTEGRATOR
Mermaid's Pearl Mobile,142787,SLOTEGRATOR
Million Dollar Heist,142798,SLOTEGRATOR
Million Dollar Heist Mobile,142800,SLOTEGRATOR
Amazonia Spirit,142803,BOOONGO
Amazing Catch Power Combo,142804,HUB88
Ammit Treasure,142807,HUB88
Stockholm Syndrome,142812,EVOLUTION
Stockholm Syndrome,142814,EVOLUTION
Eager Beavers,142818,SLOTEGRATOR
Eager Beavers Mobile,142819,SLOTEGRATOR
Eager Beavers,142829,SLOTEGRATOR
Enchanted Waters,142834,SLOTEGRATOR
Pineapple Crush,142843,SLOTEGRATOR
Mega Bingo,142844,SLOTEGRATOR
Million Dollar Heist Xtreme,142848,SLOTEGRATOR
Mystic Bull,142850,SLOTEGRATOR
Mystic Bull,142853,SLOTEGRATOR
Oliver's Bar,142859,SLOTEGRATOR
Oliver's Bar Mobile,142864,SLOTEGRATOR
Pharaoh's Gold II,142867,SLOTEGRATOR
Plenty of Fruit 20 Hot,142872,SLOTEGRATOR
Plenty of Fruit 40,142873,SLOTEGRATOR
Plenty on Twenty Hot,142875,SLOTEGRATOR
Power Stars,142877,SLOTEGRATOR
Power Stars Mobile,142879,SLOTEGRATOR
Queen Of Hearts Deluxe,142880,SLOTEGRATOR
Queen Of Hearts Deluxe Mobile,142882,SLOTEGRATOR
Riches of India,142886,SLOTEGRATOR
River Queen,142887,SLOTEGRATOR
Roaring Forties,142893,SLOTEGRATOR
Roaring Forties Mobile,142896,SLOTEGRATOR
Royal Treasures,142900,SLOTEGRATOR
Scarab Fortunes,142903,SLOTEGRATOR
Sharky,142910,SLOTEGRATOR
Silver Fox,142912,SLOTEGRATOR
Sizzling Gems,142914,SLOTEGRATOR
Sizzling Gems Mobile,142915,SLOTEGRATOR
Sizzling Hot,142916,SLOTEGRATOR
Supra Hot,142917,SLOTEGRATOR
The Euro Game,142918,SLOTEGRATOR
The Euro Game Mobile,142923,SLOTEGRATOR
The Magic Flute,142925,SLOTEGRATOR
The Magic Flute Mobile,142927,SLOTEGRATOR
The Money Game,142928,SLOTEGRATOR
Treasure Jewels,142929,SLOTEGRATOR
Treasure Jewels Mobile,142930,SLOTEGRATOR
Ultra Hot Deluxe,142932,SLOTEGRATOR
Ultra Hot Deluxe Mobile,142933,SLOTEGRATOR
Ultra Hotfire,142936,SLOTEGRATOR
Ultra Hotfire Mobile,142937,SLOTEGRATOR
Wings of Fire,142938,SLOTEGRATOR
Xtra Hot,142940,SLOTEGRATOR
Glow Dig,142946,EVOLUTION
Wood luck,142947,SLOTEGRATOR
Aztec Treasure Hunt,142950,PRAGMATIC_PLAY
Egyptian Magic Keno,142952,HUB88
Lucky Twin Sea,142953,SLOTEGRATOR
Space Cascaders,142958,HUB88
Speed Crash,142966,HACKSAW
Speed Crash,142968,HACKSAW
Speed Crash,142969,HACKSAW
Speed Crash,142971,HACKSAW
Speed Crash,142972,HACKSAW
Gigagong Gigablox,142982,SLOTEGRATOR
Witch Feature,142985,HUB88
Ticket To Wild,143049,EVOLUTION
Rooster Mayhem,143054,SPINOMENAL
Miner's Fortune,143060,SOFTSWISS
Ankh of Anubis Awakening,143061,PLAY_N_GO
San Chong BaoZha Blue: Bonus Combo,143065,SLOTEGRATOR
Double Steam,143067,PLATIPUS
Caravan of Riches,143076,SOFTSWISS
Cloud Corsairs,143077,SOFTSWISS
Divine Dynasty Princess,143081,SOFTSWISS
Fortuna Gold,143083,SOFTSWISS
Fortune Llama Hyper Heist,143085,SOFTSWISS
Gold Pigger,143088,SOFTSWISS
Lucky Otter,143090,SOFTSWISS
Miss Rainbow,143095,SOFTSWISS
Payday Express,143097,SOFTSWISS
Dolphin's Pearl deluxe,143099,SLOTEGRATOR
Prometheus: Titan of Fire,143101,SOFTSWISS
Lord of the Ocean,143102,SLOTEGRATOR
Hot Chance,143103,SLOTEGRATOR
Serpent Gold Coins,143104,SOFTSWISS
Wicked Kitty,143106,SOFTSWISS
Wild West Buffalo Blast,143109,SOFTSWISS
Wins of Nautilus,143112,SOFTSWISS
Beijing Nights,143121,HUB88
Air Jet (96),143124,INFINGAME
Blackjack 63 - Azure,143132,PRAGMATIC_PLAY
Plenty on Twenty Hot,143161,SLOTEGRATOR
Sharky,143162,SLOTEGRATOR
Queen Of Hearts Deluxe,143163,SLOTEGRATOR
Wings of Fire,143164,SLOTEGRATOR
Dolphin's Pearl,143184,SLOTEGRATOR
Always Hot,143185,SLOTEGRATOR
Royal Treasures,143186,SLOTEGRATOR
Katana,143187,SLOTEGRATOR
Book Hotfire Multichance,143188,SLOTEGRATOR
Book of Luck,143189,SLOTEGRATOR
Faust,143190,SLOTEGRATOR
Bananas Wild,143195,HUB88
Indian Spirit,143217,SLOTEGRATOR
"5 Sevens Hold & Win",143227,SLOTEGRATOR
"50 Jokers Christmas",143238,SLOTEGRATOR
Bling Bling Penguin,143268,HUB88
Just Jewels deluxe,143283,SLOTEGRATOR
Bananas Go Bahamas,143316,SLOTEGRATOR
Sizzling Hot,143328,SLOTEGRATOR
Jingle Bell Bingo,143331,SLOTEGRATOR
Banana Splash,143333,SLOTEGRATOR
Carnaval,143335,HUB88
Stickermania Wild Rumble,143358,SLOTEGRATOR
Stickermania Wild Rumble Mobile,143360,SLOTEGRATOR
Book Of Atlas,143368,SPINOMENAL
Kraken's Hunger,143372,SOFTSWISS
Donny King,143373,SLOTEGRATOR
Cherry Boom,143375,SLOTEGRATOR
Pharaohs Dynasty PrizeMatch,143381,SLOTEGRATOR
Candy Rush,143385,SLOTEGRATOR
Jazz Jam Jackpots,143388,SLOTEGRATOR
Jawsome Pirates,143394,HACKSAW
Jawsome Pirates,143395,HACKSAW
Casino Night,143400,EVOLUTION
The Money Game,143441,SLOTEGRATOR
Oliver's Bar,143443,SLOTEGRATOR
Flame Dancer,143447,SLOTEGRATOR
Plenty of Fruit 20 Hot,143449,SLOTEGRATOR
Double Joker Poker,143465,HUB88
Ancient Fortunes Minotaur Rising,143470,HUB88
"777 Gold Action Cash",143472,HUB88
Andvari the golden fish,143480,HUB88
Train to Rio Grande,143494,SOFTSWISS
Riot Ultimate,143496,SLOTEGRATOR
Blackjack Royale,143500,SLOTEGRATOR
Bone Raiders 94% RTP,143502,RELAX_GAMING
Supercharged Clovers: Hold and Win,143513,PLAYSON
Supercharged Clovers: Hold and Win,143514,PLAYSON
Wings of Iguazu,143518,PGSOFT
Fortune Crash (96),143527,INFINGAME
Meta Crash (96),143529,INFINGAME
Pharaohs Dynasty PrizeMatch,143547,SLOTEGRATOR
Bone Raiders,143553,RELAX_GAMING
Bingo Señorita Calavera,143579,SLOTEGRATOR
StarX (96),143587,INFINGAME
Tropicana,143588,INFINGAME
Bingo Star,143604,INFINGAME
Champions Arena,143634,INFINGAME
Counter Punch Pro,143637,INFINGAME
Deadly Combat,143640,INFINGAME
Elite Forces,143643,INFINGAME
Loot luck,143644,INFINGAME
Secret Shop,143645,INFINGAME
Super Watch,143647,INFINGAME
Terror Strike,143664,INFINGAME
Treasure Craft,143666,INFINGAME
Gem Elevator,143675,PRAGMATIC_PLAY
GOLDEN DESTINY – HOLD & WIN,143681,SLOTEGRATOR
Demi Gods V Hold Hit,143683,SPINOMENAL
Big Bam Book,143690,SLOTEGRATOR
Turtle Paradise,143692,EVOLUTION
BIGGERSIZE FISHIN’,143695,SLOTEGRATOR
Highway Rebels,143699,SLOTEGRATOR
"1000 x Rush",143700,PLATIPUS
Gemix 100,143702,PLAY_N_GO
Good Luck Spell,143704,SLOTEGRATOR
"3 Stellar Bonanza",143710,HUB88
Jester’s Vegas Experience,143714,HUB88
Pawsome Plinko,143716,SLOTEGRATOR
Ultra Hot Deluxe,143720,SLOTEGRATOR
Win-O-Mart 94% RTP,143728,RELAX_GAMING
Medallion,143733,SOFTSWISS
Classic Coins,143736,SLOTEGRATOR
Xtra Hot,143737,SLOTEGRATOR
Big Bam Book,143740,SLOTEGRATOR
Eagle Strike Lucky Cache 95,143743,SLOTEGRATOR
Mighty Symbols™ Jokers,143745,SLOTEGRATOR
Win-O-Mart,143747,RELAX_GAMING
Atlantis: The Forgotten Kingdom,143812,HUB88
The Magic Flute,143841,SLOTEGRATOR
Book Hotfire Multichance Buy Bonus,143850,SLOTEGRATOR
Book Hotfire Buy Bonus,143851,SLOTEGRATOR
Pets Go Wild,143854,HUB88
Dwarfs Fortune,143869,SLOTEGRATOR
Silver Fox,143873,SLOTEGRATOR
Crabbin’ for Cash: Extra Big Splash,144059,SLOTEGRATOR
Catch a Fish,144202,SLOTEGRATOR
Super Size Atlas,144207,SLOTEGRATOR
Gold Fever,144208,SLOTEGRATOR
Notre-Dame Tales,144212,SLOTEGRATOR
Highway Rebels,144216,SLOTEGRATOR
Cube Mania,144256,SLOTEGRATOR
BigBot Crew,144263,SLOTEGRATOR
Mega Joker,144268,SLOTEGRATOR
Thunderstruck,144272,HUB88
Treasure Jewels,144278,SLOTEGRATOR
Ultra Hotfire,144279,SLOTEGRATOR
Gorilla,144280,SLOTEGRATOR
Chip Runner,144294,SLOTEGRATOR
Power Stars,144295,SLOTEGRATOR
Stickermania Wild Rumble,144309,SLOTEGRATOR
KickOff,144312,SLOTEGRATOR
Hot Slot 777 Stars Easter,144316,SLOTEGRATOR
Spring Break,144324,HUB88
"5 Sevens",144325,SLOTEGRATOR
Blackjack Royale Mobile,144328,SLOTEGRATOR
Blackjack Deluxe BB,144331,BARBARA_BANG
Rich Coins Hold and Spin,144335,BARBARA_BANG
Piggy Powers: Hit the Bonus,144359,PLAYSON
Piggy Powers: Hit the Bonus,144360,PLAYSON
Chilli Madness,144365,SLOTEGRATOR
Mustang Gold Megaways,144381,PRAGMATIC_PLAY
Mega Wild Fruits - On Fire,144394,SPINOMENAL
Epic Strike Roulette 9 Masks of Fire,144397,HUB88
Majestic Fury Megaways,144406,SLOTEGRATOR
CapyPark,144414,SLOTEGRATOR
Animals Steam,144422,INFINGAME
Majestic Fury Megaways,144423,SLOTEGRATOR
Atomic Mushrooms,144425,INFINGAME
Aztec Artefacts,144427,INFINGAME
Book of Egypt,144432,INFINGAME
Book of Games,144438,INFINGAME
Agent 51,144445,SLOTEGRATOR
CapyPark,144454,SLOTEGRATOR
Korean Speed Baccarat 1,144483,PRAGMATIC_PLAY
BOOK OF GAMES 20,144484,INFINGAME
Book of Jam,144485,INFINGAME
Book of Treasures,144486,INFINGAME
Calipso,144487,INFINGAME
Candyland,144488,INFINGAME
Chibi Slot,144489,INFINGAME
Circus Train,144490,INFINGAME
Crazy New Year,144491,INFINGAME
Cute Farm,144492,INFINGAME
Egypt Story,144493,INFINGAME
Gold Sea,144494,INFINGAME
Halloween Witch Party,144495,INFINGAME
Indian Gold,144496,INFINGAME
Joker Jack,144497,INFINGAME
Jolly Roger,144499,INFINGAME
Kingdom of Glory,144501,INFINGAME
Magic Jam,144504,INFINGAME
MONEY WAYS,144505,INFINGAME
Monster Sushi,144507,INFINGAME
Necronomicon,144508,INFINGAME
Pyramids,144512,INFINGAME
Midnight Racer Video Slot,144519,HUB88
Rich Leprechaun Megaways,144525,INFINGAME
Sakura Mystery,144527,INFINGAME
Sky Lanterns,144529,INFINGAME
Snailtown,144530,INFINGAME
Space Jail,144531,INFINGAME
Spy Girls,144532,INFINGAME
Stellar,144533,INFINGAME
The Money,144534,INFINGAME
The Queen of Spades,144535,INFINGAME
Vikings: Frozen Gods,144536,INFINGAME
Western Riches,144537,INFINGAME
World Cup Football,144538,INFINGAME
Zombie Slot Deluxe,144540,INFINGAME
Ace Race,144545,SOFTSWISS
Steam Spin,144558,SOFTSWISS
Wings of Hermes,144563,SOFTSWISS
Word of Thoth,144577,SOFTSWISS
Speed Baccarat 13,144580,PRAGMATIC_PLAY
The Tumbles 94% RTP,144617,RELAX_GAMING
Baccarat 9,144618,PRAGMATIC_PLAY
The Tumbles,144623,RELAX_GAMING
Columbus deluxe,144634,SLOTEGRATOR
Monkey God Buy Feature,144646,SLOTEGRATOR
Firedrake's Fortune,144647,SLOTEGRATOR
Maui Millions,144648,SLOTEGRATOR
The Hatters Mad Tea Party,144649,HUB88
Mighty Symbols™ Jokers,144651,SLOTEGRATOR
Joker Max: Hit 'n' Roll,144654,SLOTEGRATOR
Moon Sisters,144662,THREE_OAKS
Aztec Fire,144663,THREE_OAKS
Great Panda,144664,THREE_OAKS
Tiger Gems,144665,THREE_OAKS
Super Sticky Piggy,144666,THREE_OAKS
Amazonia Spirit,144667,THREE_OAKS
"3 China Pots",144668,THREE_OAKS
Egypt Fire,144669,THREE_OAKS
Green Chilli 2,144670,THREE_OAKS
Grab more Gold!,144671,THREE_OAKS
Lucky Penny,144672,THREE_OAKS
"3 Clover Pots",144673,THREE_OAKS
Sun of Egypt 3,144674,THREE_OAKS
"777 Gems ReSpin",144676,THREE_OAKS
Coin Volcano,144678,THREE_OAKS
Big Heist,144680,THREE_OAKS
"3 Egypt Chests",144681,THREE_OAKS
Sky Coins,144684,THREE_OAKS
"3 Hot Chillies",144686,THREE_OAKS
Hit the Gold 2,144687,THREE_OAKS
Super Hot Chilli,144688,THREE_OAKS
Caishen Wealth,144689,THREE_OAKS
Golden Teapot,144690,THREE_OAKS
More Magic Apple,144694,THREE_OAKS
Fishin' Bear,144695,THREE_OAKS
Mega Roulette - Brazilian,144696,PRAGMATIC_PLAY
Speed Blackjack 52 - Azure,144697,PRAGMATIC_PLAY
Wolf Night,144698,THREE_OAKS
Gold Express,144700,THREE_OAKS
Crystal Cavern,144703,SLOTEGRATOR
Sky Pearls,144704,THREE_OAKS
Wolf Saga,144705,THREE_OAKS
"3 Coins: Egypt",144707,THREE_OAKS
Sunlight Princess,144710,THREE_OAKS
Storm of Olympus,144718,THREE_OAKS
Yo-Ho Gold!,144720,THREE_OAKS
Sun of Egypt 2,144723,THREE_OAKS
Coin UP: Lightning,144724,THREE_OAKS
Olympian Gods,144731,THREE_OAKS
Book of Wizard Crystal Chance,144733,THREE_OAKS
Olaf Viking,144734,THREE_OAKS
Book of Sun: Choice,144736,THREE_OAKS
Grab the Gold!,144739,THREE_OAKS
Sun of Egypt 4,144746,THREE_OAKS
Coin UP : Hot Fire,144748,THREE_OAKS
Queen of the Sun,144750,THREE_OAKS
Book of Sun Multichance,144752,THREE_OAKS
Scarab Temple,144753,THREE_OAKS
Aztec Pyramid Megaways,144756,THREE_OAKS
Black Wolf 2,144762,THREE_OAKS
Book of Wizard,144766,THREE_OAKS
Maya Sun,144768,THREE_OAKS
"777 Coins",144773,THREE_OAKS
Aztec Fire 2,144774,THREE_OAKS
Black Wolf,144779,THREE_OAKS
Hit The Gold,144781,THREE_OAKS
Tiger Stone,144782,THREE_OAKS
Scarab Boost,144783,THREE_OAKS
Tiger Jungle,144784,THREE_OAKS
Magic Apple,144785,THREE_OAKS
Super Marble,144786,THREE_OAKS
Candy Boom,144787,THREE_OAKS
Sun of Egypt,144789,THREE_OAKS
Rio Gems,144790,THREE_OAKS
Little Farm,144791,THREE_OAKS
Lotus Charm,144793,THREE_OAKS
Eye of Gold,144796,THREE_OAKS
Magic Ball,144798,THREE_OAKS
Forest Spirit,144800,THREE_OAKS
"15 Dragon Pearls",144801,THREE_OAKS
"777 Fruity Classic",144802,THREE_OAKS
Gold Nuggets,144803,THREE_OAKS
Lady Fortune,144805,THREE_OAKS
Boom! Boom! Gold!,144806,THREE_OAKS
Agnes Mission: Wild Lab,144807,HUB88
Thunder of olympus,144809,THREE_OAKS
Crystal Scarabs,144811,THREE_OAKS
Pearl Diver 2: Treasure Chest,144814,THREE_OAKS
Lion Coins,144817,THREE_OAKS
"3 Coins",144818,THREE_OAKS
Sticky Piggy,144819,THREE_OAKS
Dragon Wealth,144820,THREE_OAKS
Bass Cash X UP,144825,HUB88
Rubber Duck: Hold 'N' Link,144828,SLOTEGRATOR
Ape Frenzy,144829,SLOTEGRATOR
Mystic Genie,144830,HUB88
Eggs of Gold,144840,THREE_OAKS
Alien Attack,144843,INFINGAME
Candy Mix,144845,INFINGAME
Fishing Weekend,144850,INFINGAME
Lu Ban,144856,INFINGAME
Fruit Strike: Extra 6,144860,INFINGAME
Fruit Strike: 20 Multi Win,144872,INFINGAME
Fruit Strike: Hot staxxx ,144875,INFINGAME
Fruit Strike: Drive Wild,144878,INFINGAME
Monkey Bar,144879,INFINGAME
Stellar Gems,144889,INFINGAME
Magic Apple 2,144892,THREE_OAKS
Age of Glory,144896,ENDORPHINA
Book of Sand,144897,INFINGAME
Merlins Quest,144899,INFINGAME
Lamp of Wonder,144900,THREE_OAKS
Dragon Pearls: hold and win,144902,THREE_OAKS
Angel vs Sinner,144906,PRAGMATIC_PLAY
Octo Attack,144914,HACKSAW
Mirror Joker,144923,PLAY_N_GO
Majestic Spirit,144935,SPINOMENAL
Tiki Vikings,144937,HUB88
Kawai cafe,144946,SLOTEGRATOR
Magnificent Power Bastet,144955,HUB88
Billy's Gang HOLD&WIN,144960,SLOTEGRATOR
Vampire Senpai,144994,SLOTEGRATOR
Volcano Riches,144995,SLOTEGRATOR
Buddha fortune,145011,THREE_OAKS
Lord Fortune 2,145040,THREE_OAKS
Fruit Salad,145041,HUB88
African spirit Sticky Wilds,145047,THREE_OAKS
Kite Festival Crash game,145058,SLOTEGRATOR
Mooncake Riches Hold and Win,145059,SLOTEGRATOR
Crown's Legacy,145060,SLOTEGRATOR
One Coin,145062,SLOTEGRATOR
Scarab Riches,145063,THREE_OAKS
Wukong,145065,THREE_OAKS
Axe Queen,145067,INFINGAME
Black Star,145068,INFINGAME
Catsville Noir,145069,INFINGAME
Cyberprize,145070,INFINGAME
Duo jokers,145071,INFINGAME
Buddha Megaways,145073,THREE_OAKS
Fortune Multiplier,145074,INFINGAME
Halloween 81,145075,INFINGAME
Juicy Adventure,145076,INFINGAME
Mech-o-tronika,145077,INFINGAME
Merry Christmas Mania,145078,INFINGAME
Mission: Hot Diamonds,145080,INFINGAME
Monkey King,145081,INFINGAME
Monkey Magic,145082,INFINGAME
Mystery of Sun,145083,INFINGAME
Almighty Bear Megaways,145084,SLOTEGRATOR
Mystic Joker,145085,INFINGAME
Safari Dance,145086,INFINGAME
Sands of riches,145087,INFINGAME
Speed Blackjack 53 - Azure,145088,PRAGMATIC_PLAY
Speed Blackjack 54 - Azure,145089,PRAGMATIC_PLAY
Blackjack 97 - Azure,145090,PRAGMATIC_PLAY
Secrets of Machu Picchu,145092,INFINGAME
Snake Spell,145093,INFINGAME
Speed Blackjack 51 - Azure,145094,PRAGMATIC_PLAY
Summer Fruit 2,145095,INFINGAME
Blackjack 98 - Azure,145096,PRAGMATIC_PLAY
Summer Fruits,145097,INFINGAME
Blackjack 99 - Azure,145098,PRAGMATIC_PLAY
Vikings Gods Gold,145100,INFINGAME
Blackjack 100 - Azure,145102,PRAGMATIC_PLAY
Wild Creatures,145103,INFINGAME
Winter7,145105,INFINGAME
Blackjack 101 - Azure,145107,PRAGMATIC_PLAY
Kawai cafe,145115,SLOTEGRATOR
Mooncake Riches Hold and Win,145120,SLOTEGRATOR
Orange Hot,145130,INFINGAME
Football Crash,145136,INFINGAME
Fruits Hook,145139,INFINGAME
Fruits VS Sevens,145141,INFINGAME
Hot 6 Fruits,145143,INFINGAME
Luxury Crystals,145144,INFINGAME
Mystery of Drone Bomber,145145,INFINGAME
Casino Bots,145146,HUB88
Million Dollar Heist Xtreme,145168,SLOTEGRATOR
The Euro Game,145183,SLOTEGRATOR
Roaring Forties,145186,SLOTEGRATOR
"20 Mega Hotfire",145188,SLOTEGRATOR
Los Muertos,145193,SLOTEGRATOR
Almighty Bear Megaways,145207,SLOTEGRATOR
Mayan Ritual,145215,SLOTEGRATOR
Shadow Summoner Elementals,145233,SOFTSWISS
Aztec Sun,145243,THREE_OAKS
Monster Wheels,145253,HUB88
Spinions Beach Party,145254,SLOTEGRATOR
Crystal Unicorn,145292,SLOTEGRATOR
Bingo Bruxaria,145295,SLOTEGRATOR
Tiger's Gold,145298,THREE_OAKS
Big Top,145322,HUB88
Operation Diamond Hunt Gamble Feature,145331,SLOTEGRATOR
Fortune God,145333,SLOTEGRATOR
Secret Admirer,145346,HUB88
Circle of Sylvan,145347,SOFTSWISS
Asian Beauty,145348,HUB88
Neon Planets,145354,INFINGAME
Ocean Reels,145355,INFINGAME
Sweet Freespin,145356,INFINGAME
Sweet Stories,145357,INFINGAME
Treasure of Egypt,145358,INFINGAME
Baccarat,145361,INFINGAME
Casinoholdem,145367,INFINGAME
Cosmo Classic,145376,INFINGAME
Cyberdice,145384,INFINGAME
Hi-Lo,145386,INFINGAME
