"user_id","game_id"
22,47
22,6273
22,8072
22,13171
22,18587
22,18593
22,18598
22,18604
22,18608
22,18616
22,18620
22,19491
22,22111
22,26989
22,36515
22,55540
22,128603
22,128720
22,137268
22,137287
22,137385
22,137387
22,137389
22,138057
22,140877
22,141660
22,144664
22,144680
22,144684
22,144689
22,144720
22,144762
22,144779
22,144801
22,145011
22,147456
27,13131
27,13162
27,17442
27,17445
27,25199
27,38580
27,49868
27,67034
27,93595
27,120406
27,129181
32,352
32,18638
32,27096
32,35481
32,35691
32,45003
32,59331
32,63317
32,125478
32,128689
32,128765
36,308
36,1003
36,4990
36,5508
36,7996
36,26989
36,27095
36,40077
36,50599
36,55353
36,85650
36,96632
36,123061
36,126422
36,127638
36,138894
36,141660
40,468
40,546
40,1399
40,9138
40,9286
40,12648
40,18586
40,18615
40,20012
40,21718
40,23752
40,26973
40,27096
40,27396
40,27446
40,46255
40,50053
40,70546
40,111580
40,115059
40,126362
40,126422
40,128401
40,128809
40,128900
40,129368
40,129431
40,129556
40,129560
40,130377
40,130744
40,131744
40,134350
40,138109
40,141211
40,141221
85,5611
85,18316
85,18586
85,18592
85,18616
85,18621
85,18638
85,18716
85,22111
85,22608
85,25677
85,27096
85,39123
85,51293
85,71916
85,79807
85,111580
85,126122
85,126257
85,126938
85,127960
85,128684
85,130864
85,134552
85,134560
85,135529
85,137268
85,137451
85,141738
85,141868
85,142342
85,143553
85,144688
85,144960
85,145756
85,147204
85,147731
93,433
93,632
93,7230
93,9376
93,18771
93,22504
93,26946
93,27096
93,27269
93,27396
93,35481
93,37240
93,39139
93,50053
93,50093
93,50103
93,56996
93,70784
93,79991
93,115059
93,125478
93,128684
93,128692
93,128701
93,128711
93,128720
93,128722
93,128840
93,128880
93,128913
93,129108
93,134409
93,135542
93,137268
93,141660
93,144335
93,144665
93,144666
93,144678
93,144688
93,144690
93,144694
93,144773
93,144774
93,144896
93,145011
93,147204
93,147456
93,148209
103,204
103,210
103,14084
103,18163
103,18633
103,22494
103,26985
103,26987
103,27096
103,27099
103,27378
103,27440
103,56060
103,63251
103,71251
103,71252
103,71668
103,79991
103,95954
103,118995
103,124032
103,124621
103,128692
103,128782
103,150196
103,150652
121,129
121,1184
121,6217
121,13075
121,13153
121,13161
121,13162
121,13174
121,13301
121,18584
121,18598
121,18612
121,22494
121,45003
121,59331
121,127638
121,128680
121,128737
122,468
122,1056
122,9376
122,13799
122,21584
122,25678
122,26989
122,27096
122,27269
122,27363
122,27425
122,27446
122,39139
122,47538
122,50050
122,50093
122,59331
122,68571
122,79991
122,125478
122,125479
122,127638
122,128679
122,128680
122,128681
122,128692
122,128716
122,128780
122,128880
122,128935
122,131744
122,133611
122,135553
122,137268
122,144662
122,144667
122,144674
122,144790
122,144801
122,144906
122,147341
122,147369
126,13130
126,13913
126,25192
126,45003
126,56995
126,70784
126,99079
126,118882
126,126403
126,127638
126,128220
126,128256
126,128701
126,130920
126,137287
138,18
138,204
138,4168
138,5611
138,8918
138,13036
138,18623
138,18716
138,22494
138,38173
138,45003
138,56077
138,61866
138,66946
138,126422
138,128701
138,128880
138,141660
138,144662
138,144773
139,2693
139,15679
139,25544
139,47538
139,88661
139,107979
139,110125
142,18
142,4168
142,5611
142,38173
142,45003
142,56060
142,56077
142,123564
142,124959
142,128057
142,128697
142,128701
142,144773
147,209
147,215
147,5611
147,13829
147,17953
147,18605
147,25678
147,26989
147,27095
147,27096
147,27257
147,27269
147,27378
147,27400
147,36515
147,36585
147,37447
147,38173
147,49698
147,49714
147,55721
147,68571
147,79991
147,92195
147,112461
147,120417
147,127638
147,128715
147,128731
147,134560
147,136068
147,141634
147,141754
147,141967
147,142950
147,144820
147,148365
147,150196
150,2693
150,13130
150,18229
150,19978
150,26989
150,27259
150,27374
150,27440
150,35352
150,39139
150,51607
150,55722
150,59331
150,64507
150,71265
150,71279
150,71293
150,112461
150,116696
158,12
158,47
158,255
158,632
158,1056
158,5041
158,21584
158,22111
158,22494
158,22608
158,25677
158,25678
158,26989
158,27095
158,27096
158,27207
158,27353
158,27406
158,35481
158,45003
158,47538
158,64507
158,68571
158,71323
158,76521
158,78087
158,79991
158,88661
158,108035
158,110495
158,111192
158,112960
158,117936
158,126422
163,886
163,2807
163,6261
163,6353
163,6496
163,12248
163,18584
163,18618
163,19605
163,19949
163,23244
163,25183
163,25219
163,25268
163,25274
163,25278
163,36145
163,50516
163,56843
163,66939
163,71453
163,71455
163,73938
163,77067
163,79991
163,80145
163,90689
163,92984
163,96552
163,97128
163,99079
163,100454
163,108010
163,108035
163,110125
163,110495
163,111329
163,111588
163,111722
163,116696
163,116739
163,117719
163,118684
163,119086
163,121247
163,122887
163,123050
163,124621
163,124756
163,124957
163,125479
163,125485
163,125486
163,126422
163,126938
163,127638
163,127960
163,128256
163,130426
163,133014
163,133219
178,473
178,13130
178,25251
178,25678
178,27096
178,27230
178,27425
178,32380
178,35352
178,70784
178,71223
178,79991
178,112461
178,112472
178,112519
178,112693
178,123925
178,125478
178,126422
178,128720
178,128771
178,130644
178,136182
178,138109
178,144666
184,13036
184,13174
184,17359
184,32250
184,112487
190,2334
190,2693
190,3996
190,5492
190,5499
190,5508
190,5516
190,5546
190,6173
190,6212
190,7996
190,8130
190,9004
190,9732
190,11128
190,13094
190,13913
190,16666
190,18594
190,21064
190,21551
190,21584
190,23837
190,25219
190,25274
190,25278
190,25312
190,25544
190,27096
190,27197
190,27357
190,27425
190,27494
190,35368
190,37664
190,39123
190,39139
190,44089
190,49140
190,53720
190,55722
190,62700
190,70543
190,79991
190,80134
190,91713
190,112461
190,121010
190,122144
190,125478
190,125479
190,127306
190,127638
190,128256
190,128788
191,10
191,7996
191,19332
191,27425
191,123925
194,6217
194,13155
194,13162
194,13179
194,18732
194,23615
194,31585
194,75409
230,276
230,352
230,8122
230,18598
230,18606
230,18612
230,18615
230,18623
230,18638
230,18680
230,19487
230,39139
230,127638
230,128679
230,128681
230,128692
230,128779
230,128780
230,128880
230,131744
230,144676
230,144779
230,149303
230,150196
250,766
250,1039
250,1691
250,2693
250,6220
250,27425
250,45003
250,125478
252,55
252,260
252,352
252,433
252,6248
252,12640
252,12648
252,13036
252,18638
252,25199
252,26994
252,27099
252,27230
252,27379
252,27446
252,38008
252,50050
252,51293
252,71164
252,79991
252,108035
252,112461
252,112519
252,118882
252,126257
252,128679
252,128701
252,128780
252,128823
252,128840
252,128939
252,131744
252,137268
252,144666
252,144773
258,13129
258,13150
258,13155
258,13161
258,18605
258,18633
258,31384
258,112681
258,112693
258,114498
259,30
259,174
259,13093
259,13094
259,13095
259,13101
259,13114
259,13920
259,17966
259,27396
259,35691
268,758
268,2861
268,5963
268,14226
268,17469
268,18615
268,18633
268,27422
268,36545
268,45003
268,56048
268,56497
268,126422
268,128681
268,128823
268,128922
268,128931
268,129074
269,2693
269,6207
269,6220
269,6224
269,6249
269,6257
269,6261
269,6262
269,6265
269,6364
269,6367
269,6498
269,6580
269,6612
269,7987
269,13130
269,13159
269,13162
269,13235
269,15679
269,18588
269,18618
269,19048
269,20866
269,22475
269,25251
269,35481
269,56065
269,56395
269,70784
269,71457
269,88661
269,99079
269,118951
269,118995
269,119104
269,125478
269,128684
269,130734
269,137451
317,2693
317,6945
317,7230
317,19487
317,23775
317,27424
317,35481
317,37490
317,50599
317,70784
317,71362
317,78629
317,91713
317,94408
317,123599
317,125478
317,141660
328,260
328,308
328,9376
328,18618
328,18631
328,21584
328,25677
328,25678
328,27096
328,39139
328,45887
328,48092
328,79991
328,99079
328,112461
328,115059
328,117938
328,123564
328,123929
328,126528
328,128679
328,128715
328,128720
328,128734
328,128765
328,129071
338,1056
338,27096
338,38375
338,38718
338,45714
338,56019
338,122119
338,122373
338,122421
338,141660
338,142598
338,142679
338,142814
338,143733
338,144381
338,144623
338,144662
338,144896
338,145120
338,145559
349,204
349,308
349,380
349,1233
349,1265
349,5611
349,8122
349,9376
349,13036
349,18584
349,18586
349,18601
349,18623
349,18633
349,18638
349,22111
349,22451
349,22494
349,22578
349,25184
349,25678
349,39139
349,45003
349,56060
349,56065
349,56395
349,56482
349,56562
349,72436
349,98440
349,111580
349,123564
349,123929
349,127638
349,128461
349,128701
349,128716
349,128742
349,128780
349,129071
349,131744
349,135519
349,144662
349,145298
354,5088
354,6173
354,6204
354,6207
354,6264
354,6265
354,6270
354,6338
354,6352
354,6364
354,13911
354,15680
354,20018
354,21718
354,25677
354,26404
354,26999
354,27095
354,27096
354,27099
354,27195
354,27198
354,27225
354,27254
354,27257
354,27265
354,27350
354,27353
354,27363
354,27374
354,27378
354,27425
354,27434
354,27440
354,32380
354,35352
354,39123
354,39139
354,45003
354,48163
354,49140
354,51602
354,71164
354,73810
354,73938
354,78822
354,79999
354,80134
354,126480
354,141660
381,13164
381,27096
381,27258
381,38173
381,56065
381,71293
381,99079
381,128731
381,151381
390,32
390,209
390,255
390,758
390,907
390,4168
390,5611
390,6257
390,18595
390,18618
390,22111
390,22578
390,26930
390,26948
390,27096
390,27204
390,27350
390,27396
390,45003
390,45166
390,56065
390,56098
390,56193
390,94558
390,98077
390,123564
390,128716
433,6217
433,6245
433,8064
433,13128
433,13130
433,13147
433,14160
433,25544
433,25677
433,25678
433,26989
433,27096
433,50599
433,71293
433,79991
433,97128
433,112519
433,112693
433,120940
433,128811
433,137268
433,137294
450,25196
450,25199
450,25200
450,25219
450,25251
450,25261
450,25263
450,25268
450,25270
450,25275
450,25313
450,25314
450,35481
450,71164
450,79991
450,99079
450,128689
450,130426
450,134704
450,136605
450,137451
450,142814
485,352
485,858
485,5611
485,6220
485,6273
485,8122
485,13036
485,19487
485,22494
485,45003
485,50050
485,123922
485,128679
485,128780
485,128961
485,144676
485,147335
515,205
515,210
515,252
515,21584
515,22111
515,25544
515,25678
519,210
519,260
519,276
519,632
519,5492
519,8122
519,14067
519,17626
519,18592
519,18601
519,18610
519,18737
519,22233
519,25251
519,25260
519,27095
519,27099
519,27207
519,27367
519,35481
519,38173
519,38647
519,39139
519,45003
519,49714
519,50053
519,58024
519,88661
519,115059
519,126422
519,128720
519,128722
519,128851
519,133611
519,142421
532,13130
532,13155
532,13176
532,14073
532,18614
532,25263
532,25677
532,25678
532,26939
532,27095
532,27096
532,27260
532,27350
532,27367
532,27410
532,27425
532,35352
532,39139
532,55722
532,71265
532,71293
532,71321
532,76521
532,79991
532,112461
532,126480
532,128689
532,129912
532,133611
532,137268
532,144814
554,47538
554,50599
